关键词,店铺名称,地理位置,产品名称,产品价格,付款人数,店铺链接,图片地址,商品链接,商品ID,店铺类型,当前页面网址,当前时间,页码
粽子,旭美食品专营店,浙江湖州,诸老大粽子双蛋黄黑猪大肉粽湖州嘉兴特产端午节方便食品早餐棕子,29.9,367人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2112581784,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2112581784/O1CN01HlkG8q1P37BoTzmAx_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=613920652045&ns=1&abbucket=3,6.13921E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:27.0,16
粽子,穿平角的大卫,北京,香源粽叶真空包装免邮种叶新鲜大粽子叶箬叶100张包粽子的叶子,11.3,183人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2061126466,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2061126466/O1CN01XXnUyE1xdTZGGrHXW_!!2061126466.jpg_580x580Q90.jpg_.webp,https://item.taobao.com/item.htm?id=618839596913&ns=1&abbucket=3#detail,6.1884E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:28.1,16
粽子,骆马湖原生态农庄,江苏徐州,骆马湖野生芦苇叶大粽叶新鲜宽芦叶天然粽子叶粽皮现摘苇叶200片,19.8,1758人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2565146295,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2565146295/O1CN01VRSk5g1wN9pjAHWeK_!!2565146295.jpg_580x580Q90.jpg_.webp,https://item.taobao.com/item.htm?id=530856050789&ns=1&abbucket=3#detail,5.30856E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:29.2,16
粽子,dangying1101,广东汕头,6个包邮潮式鲜肉粽汕头老妈天后宫潮汕特色咸棕球端午双烹粽子,110,455人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=1711802729,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=617457547546&ns=1&abbucket=3#detail,6.17458E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:30.4,16
粽子,五芳斋官方旗舰店,浙江嘉兴,五芳斋迪士尼合作款粽子礼盒五芳英雄端午节粽子团购嘉兴特产粽子,60,680人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=190903296,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=590814782264&ns=1&abbucket=3,5.90815E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:31.5,16
粽子,五芳斋官方旗舰店,浙江嘉兴,五芳斋板栗粽3袋6只装板栗肉粽子栗子粽新鲜散装组合嘉兴特产粽,53.9,2224人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=190903296,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=577997607640&ns=1&abbucket=3,5.77998E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:32.6,16
粽子,天猫超市,上海,真真老老南湖菱粽嘉兴粽子280克*1袋端午粽子,24.9,126人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=725677994,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=617221771670&ns=1&abbucket=3,6.17222E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:33.7,16
粽子,天猫超市,上海,真真老老250克共2只蛋黄肉粽嘉兴粽子端午粽子,13,1875人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=725677994,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/725677994/O1CN01yTCXuJ28vIkyvitG7_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=15492999981&ns=1&abbucket=3,15492999981,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:34.8,16
粽子,天猫超市,上海,思念粽子豆沙粽312g5只装端午节粽子新品粽子,19.8,271人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=725677994,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/28/O1CN01KYS7CM1C4rhGyMkjv_!!28-0-lubanu.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=566615214311&ns=1&abbucket=3,5.66615E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:35.9,16
粽子,天猫超市,上海,知味观鲜肉粽700g*2包咸粽组合10只粽子中华老字号端午方便零食,85.9,227人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=725677994,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/725677994/O1CN013EWPDj28vIl2luHCd_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=616196944984&ns=1&abbucket=3,6.16197E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:37.0,16
粽子,天猫超市,上海,俏香阁锦珍八宝粽子120g*2只端午节嘉兴特产速食早餐点心,14.9,648人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=725677994,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/725677994/O1CN01NCTeId28vIkxiBjWL_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=590760810880&ns=1&abbucket=3,5.90761E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:38.1,16
粽子,天猫会员店,上海,荣庆和经典真空豆沙粽子甜粽140g*2方便速食营养早餐嘉兴粽子,9.9,,https://store.taobao.com/shop/view_shop.htm?user_number_id=2200757237600,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=620913010156&ns=1&abbucket=3,6.20913E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:39.2,16
粽子,天猫会员店,上海,真真老老嘉兴肉粽130g真空粽子端午节,4.5,,https://store.taobao.com/shop/view_shop.htm?user_number_id=2200757237600,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=611754237776&ns=1&abbucket=3,6.11754E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:40.3,16
粽子,知味观官方旗舰店,浙江杭州,知味观手工细沙粽杭州特产手工粽子真空2只装豆沙粽甜粽子散装,13,207人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=475325704,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=14511651390&ns=1&abbucket=3,14511651390,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:41.4,16
粽子,知味观官方旗舰店,浙江杭州,知味观粽子甜粽细沙粽280g浙江特产速食早餐团购嘉兴口味糯米粽,13.6,165人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=475325704,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=616678515929&ns=1&abbucket=3,6.16679E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:42.5,16
粽子,稻香村食品旗舰店,北京,稻香私房蛋黄大鲜肉粽子嘉兴粽豆沙甜粽子礼盒装端午节送礼特产,89.9,727人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=1692258071,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=568599384415&ns=1&abbucket=3,5.68599E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:43.6,16
粽子,稻香村食品旗舰店,北京,【天猫农场】稻香私房稻香粽意礼盒蛋黄鲜肉粽蜜枣粽子端午特产,69.9,11人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=1692258071,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=618014796015&ns=1&abbucket=3,6.18015E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:44.7,16
粽子,寻找田野旗舰店,上海,寻找田野X盗墓笔记联名粽子尊享礼盒蛋黄鲜肉粽甜粽端午节礼品,188,22人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=3879783230,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=567524789425&ns=1&abbucket=3,5.67525E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:45.9,16
粽子,gaozhegui1,广东汕头,潮汕双拼粽子礼盒装八记海鲜粽蛋黄鲜肉豆沙大粽子端午节手工真空,34,214人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=687840028,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=591138488512&ns=1&abbucket=3#detail,5.91138E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:47.0,16
粽子,古蜀食者旗舰店,四川成都,古蜀食者端午节大礼盒3624g四川椒盐豌豆红豆腊肉粽子樟茶鸭咸蛋,298,19人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=3886018453,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/3886018453/O1CN01iMnwEl2CJWXhKxanF_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=572137281727&ns=1&abbucket=3,5.72137E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:48.0,16
粽子,shu0808feng,浙江嘉兴,五芳斋祥和五芳礼品粽端午送礼礼盒大肉粽子豆沙蜜枣甜粽团购嘉兴,69.9,115人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=143870827,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/143870827/O1CN01iBhFLN1Hyo9bm7RZB_!!143870827.png_580x580Q90.jpg_.webp,https://item.taobao.com/item.htm?id=616594591415&ns=1&abbucket=3#detail,6.16595E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:49.1,16
粽子,东思北,吉林通化,东北蜜枣粽子10只红枣蜜枣甜粽特产端午节传统风味真空袋装包邮,16.8,689人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2971637662,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2971637662/O1CN01IPXK7426TFGOKSpCJ_!!2971637662.jpg_580x580Q90.jpg_.webp,https://item.taobao.com/item.htm?id=609916313188&ns=1&abbucket=3#detail,6.09916E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:50.2,16
粽子,梅河口信息网,吉林通化,东北蜜枣粽子10只红枣蜜枣甜粽特产端午节传统风味真空袋装包邮,19.8,1278人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=46154391,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/46154391/O1CN01YGrSlK1iJ7i922Os0_!!46154391.jpg_580x580Q90.jpg_.webp,https://item.taobao.com/item.htm?id=594641213661&ns=1&abbucket=3#detail,5.94641E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=660,52:51.3,16
粽子,米旗官方旗舰店,陕西西安,米旗粽子端午礼盒装多种口味端午节礼品[团购专用],109,140人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=475108112,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/475108112/O1CN0110VLP229nLUMtD0Js_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=619239770613&ns=1&abbucket=3,6.1924E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:28.6,17
粽子,怡品三清旗舰店,浙江杭州,【9只特价】新鲜蛋黄肉粽嘉兴粽子特产端午节批发团购早餐粽手工,20.9,1799人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=3357493845,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/3357493845/O1CN01y98ihK1eH3T6Hp2GC_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=615774945057&ns=1&abbucket=3,6.15775E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:29.9,17
粽子,禾乡缘,浙江嘉兴,禾滋斋嘉兴粽子散装真空蛋黄鲜肉粽大肉粽农家手工粽新鲜生产早餐,34.9,67人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2655252291,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2655252291/O1CN010VqsGU1SnJz4Ie6hO_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://item.taobao.com/item.htm?id=617118833761&ns=1&abbucket=3#detail,6.17119E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:31.2,17
粽子,米兰的背包,广东汕头,八记双拼粽子蛋黄陈皮豆沙咸甜八珍肉粽潮汕特产面食小吃560g*2包,55,465人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2692051893,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2692051893/O1CN01XArCLl1Pr2MIX8F9T_!!2692051893-0-pixelsss.jpg_580x580Q90.jpg_.webp,https://item.taobao.com/item.htm?id=595416958005&ns=1&abbucket=3#detail,5.95417E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:32.4,17
粽子,银河昆泰食品专营店,北京,五芳斋丰年五芳粽子礼盒装蛋黄鲜肉粽大肉粽2400g实惠装嘉兴特产,189,24人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=742008551,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/742008551/O1CN01ua76vY2D2PMV8ElSC_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=619556821610&ns=1&abbucket=3,6.19557E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:33.5,17
粽子,荃盛诺莎朵专卖店,浙江宁波,荃盛蛋黄鲜肉粽子130g*8只大肉新鲜真空包装端午节礼品浙江特产,35.9,487人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2186379936,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2186379936/O1CN01ZkgxA82NGjuv57vwg_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=568351868057&ns=1&abbucket=3,5.68352E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:34.6,17
粽子,博雅食品专营店,河南郑州,思念粽子蜜枣礼盒合家尊礼1200g真空包装端午礼品粽团购6种口味,98,19人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=521185040,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/521185040/O1CN01nqaEfu1n6Mm1z2Ljy_!!521185040.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=39077559566&ns=1&abbucket=3,39077559566,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:35.7,17
粽子,qq78583573,山东枣庄,新鲜蜜枣粽子鲜肉棕子大肉粽早餐散装团购嘉兴口味130g5.2斤,12.46,1140人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=386884945,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/386884945/O1CN01gqhJnH1mOr8leL7T1_!!386884945.jpg_580x580Q90.jpg_.webp,https://item.taobao.com/item.htm?id=613187448672&ns=1&abbucket=3#detail,6.13187E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:36.8,17
粽子,杏花楼食品旗舰店,上海,杏花楼鲜肉豆沙赤豆端午粽子礼盒礼品上海端午送礼包装礼包1120g,80,73人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2033032140,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2033032140/O1CN01cf1nwg1RgABNC0tg2_!!2033032140-0-lubanu-s.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=548368609557&ns=1&abbucket=3,5.48369E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:38.0,17
粽子,五芳斋禾乡缘专卖店,浙江嘉兴,五芳斋臻礼粽子礼盒装蛋黄粽子肉粽嘉兴端午节礼品送礼厂家团购,62.9,190人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2206612072393,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2206612072393/O1CN01Mux0eU1TY2OPmCIqI_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=615886514459&ns=1&abbucket=3,6.15887E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:39.1,17
粽子,熙老板旗舰店,安徽芜湖,熙老板嘉兴粽子礼盒端午节礼品蛋黄肉粽板栗肉粽豆沙粽团购批发,29.99,66人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=3063696495,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/3063696495/O1CN01M8aoDr1xqkyqwbJZt_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=549510558624&ns=1&abbucket=3,5.49511E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:40.2,17
粽子,若品食品专营店,山东枣庄,嘉兴粽子北方农家手工粽蜜枣粽子甜粽枣粽子100g*20只。,58.41,20人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=2206958643806,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2206958643806/O1CN01aOGbBc1dzC1CkX5Qf_!!0-item_pic.jpg_580x580Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=614946359012&ns=1&abbucket=3,6.14946E+11,天猫,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:41.3,17
粽子,libolin517,四川宜宾,四川宜宾特产碱水粽子传统老式手工白味糯米粽子无馅原味红糖甜粽,28.8,230人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=24970656,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=588090742736&ns=1&abbucket=3#detail,5.88091E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:42.4,17
粽子,与妖88,广西南宁,广西灰水粽南宁正宗草木灰水粽端午节农家凉粽碱水粽子真空即食,35.55,238人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=398004526,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=591961639860&ns=1&abbucket=3#detail,5.91962E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:43.4,17
粽子,心胜塑料包装,四川成都,粽子礼盒装组合端午节礼品板栗蛋黄豆沙甜粽高档双层提篮送礼团购,158,648人付款,https://store.taobao.com/shop/view_shop.htm?user_number_id=1069939580,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=619138925112&ns=1&abbucket=3#detail,6.19139E+11,淘宝,https://s.taobao.com/search?q=%E7%B2%BD%E5%AD%90&imgfile=&commend=all&ssid=s5-e&search_type=item&sourceId=tb.index&spm=a21bo.2017.201856-taobao-item.1&ie=utf8&initiative_id=tbindexz_20170306&bcoffset=4&p4ppushleft=1%2C48&ntoffset=4&s=704,54:44.5,17
